PROD_ID,DATE_EXTRACTION,COMPETITOR,COMPETITOR_PRICE,PAY_TYPE
P6,3/9/2015 20:10:04,C1,185899,2
P6,3/9/2015 20:10:04,C4,15990,2
P6,3/9/2015 20:10:13,C1,18590,1
P6,3/9/2015 20:10:13,C6,19890,1
P6,3/9/2015 20:10:13,C2,18590,1
P6,3/9/2015 20:10:13,C6,19890,2
P6,3/9/2015 20:10:13,C1,18590,2
P6,3/9/2015 20:10:13,C2,18590,2
P6,3/9/2015 20:10:13,C3,181704,2
P6,1/9/2015 8:10:25,C3,18351,2
P6,1/9/2015 8:10:25,C6,27999,2
P6,1/9/2015 8:10:25,C1,20250,2
P6,1/9/2015 8:10:25,C2,18351,2
P6,1/9/2015 20:10:14,C4,21990,1
P6,1/9/2015 20:10:14,C6,23990,1
P6,1/9/2015 20:10:14,C3,189799,1
P6,1/9/2015 20:10:14,C1,189799,1
P6,1/8/2015 20:10:05,C1,208799,2
P6,1/8/2015 20:10:05,C2,18351,2
P6,1/8/2015 20:10:05,C3,18351,2
P6,1/8/2015 20:10:05,C6,27999,2
P6,1/9/2015 20:10:14,C2,189799,1
P6,3/13/2015 20:10:05,C6,237987,2
P6,3/13/2015 20:10:05,C2,19791,2
P6,3/13/2015 20:10:05,C3,16191,2
P6,3/13/2015 20:10:05,C1,185799,2
P6,3/13/2015 20:10:05,C4,15990,2
P6,3/13/2015 20:10:05,C2,19791,1
P6,3/13/2015 20:10:05,C6,237987,1
P6,3/13/2015 20:10:05,C3,16191,1
P6,3/13/2015 20:10:05,C1,185799,1
P6,3/13/2015 20:10:05,C4,15990,1
P6,2/7/2015 20:11:27,C4,21990,2
P6,2/7/2015 20:11:27,C6,19999,2
P6,2/7/2015 20:11:27,C2,188796,2
P6,2/7/2015 20:11:27,C3,188796,2
P6,2/7/2015 20:11:27,C1,188796,2
P6,1/15/2015 20:10:14,C2,189499,2
P6,1/15/2015 20:10:14,C3,189499,2
P6,1/15/2015 20:10:14,C4,17990,2
P6,1/18/2015 8:11:42,C2,18969,1
P6,1/18/2015 8:11:42,C3,18969,1
P6,1/14/2015 8:39:50,C2,189899,1
P6,1/20/2015 20:10:05,C1,189777,1
P6,1/20/2015 20:10:05,C2,19950,1
P6,1/20/2015 20:10:05,C3,19489,1
P6,1/20/2015 20:10:05,C6,23699,1
P6,1/22/2015 20:10:13,C2,19380,1
P6,1/22/2015 20:10:13,C3,19380,1
P6,1/22/2015 20:10:13,C4,21990,1
P6,1/20/2015 20:10:13,C4,21990,2
P6,1/20/2015 20:10:13,C2,19490,2
P6,1/20/2015 20:10:13,C3,19490,2
P6,1/20/2015 20:10:13,C1,19490,2
P6,1/20/2015 20:10:13,C6,21580,2
P6,1/13/2015 20:10:15,C3,18990,1
P6,1/13/2015 20:10:15,C2,18990,1
P6,1/13/2015 20:10:15,C4,17990,1
P6,1/13/2015 20:10:15,C1,18990,1
P6,1/16/2015 20:10:13,C2,18950,1
P6,1/21/2015 8:10:23,C1,19480,1
P6,1/21/2015 8:10:23,C2,199499,1
P6,1/21/2015 8:10:23,C3,19489,1
P6,1/21/2015 8:10:23,C6,23699,1
P6,1/28/2015 8:10:21,C6,21999,1
P6,3/24/2015 20:10:17,C1,179799,1
P6,3/24/2015 20:10:17,C2,179799,1
P6,3/24/2015 20:10:17,C6,19890,1
P6,3/24/2015 20:10:17,C3,174865,1
P6,3/24/2015 20:10:17,C3,174865,2
P6,3/13/2015 20:10:14,C1,179897,2
P6,3/13/2015 20:10:14,C6,19890,2
P6,3/13/2015 20:10:14,C2,179899,2
P6,3/13/2015 20:10:14,C3,179897,2
P6,3/13/2015 20:10:14,C1,179897,1
P6,3/13/2015 20:10:14,C6,19890,1
P6,3/13/2015 20:10:14,C2,179899,1
P6,3/13/2015 20:10:14,C3,179897,1
P6,3/16/2015 20:10:14,C2,15990,1
P6,3/16/2015 20:10:14,C1,17989,1
P6,3/16/2015 20:10:14,C6,19890,1
P6,3/16/2015 20:10:14,C3,15990,1
P6,3/16/2015 20:10:05,C4,15990,2
P6,3/16/2015 20:10:05,C2,14391,2
P6,3/16/2015 20:10:05,C1,18580,2
P6,3/16/2015 20:10:05,C6,237987,2
P6,3/16/2015 20:10:05,C3,14391,2
P6,3/16/2015 20:10:14,C1,17989,2
P6,3/16/2015 20:10:14,C2,15990,2
P6,3/16/2015 20:10:14,C6,19890,2
P6,3/16/2015 20:10:14,C3,15990,2
P6,2/3/2015 8:10:22,C1,19791,2
P6,2/3/2015 8:10:22,C2,16683,2
P6,2/3/2015 8:10:22,C3,16683,2
P6,2/3/2015 8:10:22,C6,19990,2
P6,2/4/2015 8:11:34,C4,21990,2
P6,2/4/2015 8:11:34,C6,19999,2
P6,2/4/2015 8:11:34,C1,189095,2
P6,2/4/2015 8:11:34,C2,189095,2
P6,2/4/2015 8:11:34,C3,189095,2
P6,2/4/2015 8:10:22,C1,18910,2
P6,2/4/2015 8:10:22,C2,166824,2
P6,2/4/2015 8:10:22,C3,166822,2
P6,2/4/2015 8:10:22,C6,19990,2
P6,2/4/2015 8:11:34,C4,21990,1
P6,2/4/2015 8:11:34,C6,19999,1
P6,2/4/2015 8:11:34,C1,189095,1
P6,2/4/2015 8:11:34,C2,189095,1
P6,2/4/2015 8:11:34,C3,189095,1
P6,2/8/2015 20:10:05,C1,18870,1
P6,2/8/2015 20:10:05,C3,18590,1
P6,2/8/2015 20:10:05,C6,19990,1
P6,2/8/2015 20:10:05,C2,21990,1
P6,2/7/2015 20:11:27,C4,21990,1
P6,2/7/2015 20:11:27,C3,188796,1
P6,2/7/2015 20:11:27,C1,188796,1
P6,2/8/2015 20:10:05,C2,186915,2
P6,2/8/2015 20:10:05,C3,18590,2
P6,2/8/2015 20:10:05,C6,19990,2
P6,2/8/2015 20:10:05,C1,18870,2
P6,2/23/2015 20:10:06,C6,20990,1
P6,2/23/2015 20:10:06,C2,21990,1
P6,2/23/2015 20:10:06,C4,21990,1
P6,2/23/2015 20:10:06,C1,19890,1
P6,2/23/2015 20:10:06,C3,19990,1
P6,2/17/2015 8:10:23,C1,18859,1
P6,2/18/2015 20:10:15,C6,19980,2
P6,2/18/2015 8:10:23,C1,18859,2
P6,2/17/2015 8:10:23,C1,18859,2
P6,2/17/2015 20:10:04,C3,18590,1
P6,2/18/2015 8:10:23,C1,18859,1
P6,2/17/2015 20:10:12,C2,19940,2
P6,2/18/2015 20:10:05,C3,135915,2
P6,2/17/2015 20:10:04,C1,18859,2
P6,2/18/2015 20:10:05,C3,15990,1
P6,2/17/2015 8:11:34,C4,21990,2
P6,2/17/2015 8:10:23,C6,19990,2
P6,2/17/2015 8:10:23,C6,19990,1
P6,2/18/2015 8:10:23,C6,19990,2
P6,2/17/2015 20:10:04,C2,186915,2
P6,2/17/2015 20:10:04,C2,21990,1
P6,2/17/2015 20:10:04,C3,18590,2
P6,2/18/2015 8:10:23,C6,19990,1
P6,2/17/2015 20:10:12,C3,19940,2
P6,2/17/2015 20:10:04,C1,18859,1
P6,2/18/2015 8:11:55,C6,19980,2
P6,2/18/2015 8:11:55,C6,19980,1
P6,1/16/2015 20:10:13,C2,18950,2
P6,1/14/2015 8:38:27,C1,18990,2
P6,1/14/2015 8:38:27,C2,175736,2
P6,1/14/2015 8:38:27,C3,17973,2
P6,1/14/2015 8:38:27,C6,27999,2
P6,1/19/2015 8:10:22,C1,19400,2
P6,1/19/2015 8:10:22,C2,175639,2
P6,1/19/2015 8:10:22,C3,19790,2
P6,1/19/2015 8:10:22,C6,23699,2
P6,1/13/2015 20:10:05,C3,18756,2
P6,1/13/2015 20:10:05,C1,18990,2
P6,1/13/2015 20:10:05,C2,175736,2
P6,1/13/2015 20:10:05,C6,27999,2
P6,1/14/2015 20:10:14,C2,189898,1
P6,2/13/2015 20:10:05,C1,18859,2
P6,2/13/2015 20:10:05,C3,18590,2
P6,2/16/2015 20:10:13,C2,19940,1
P6,2/16/2015 20:10:13,C6,19980,1
P6,2/16/2015 20:10:13,C4,21990,1
P6,2/16/2015 20:10:13,C3,19940,1
P6,2/14/2015 8:11:40,C2,18860,2
P6,2/14/2015 8:11:40,C6,19980,2
P6,2/14/2015 8:11:40,C4,21990,2
P6,2/14/2015 8:11:40,C3,18860,2
P6,2/14/2015 8:11:40,C1,18860,2
P6,2/16/2015 20:10:13,C1,19940,1
P6,2/16/2015 20:10:04,C3,18590,1
P6,6/18/2015 20:10:22,C1,18299,1
P6,6/18/2015 20:10:22,C6,19990,1
P6,6/18/2015 20:10:22,C3,18299,1
P6,6/18/2015 20:10:22,C2,18299,1
P6,6/18/2015 20:10:22,C4,16990,1
P6,2/11/2015 8:11:28,C6,19980,1
P6,2/12/2015 8:11:35,C6,21990,2
P6,2/12/2015 8:11:35,C2,18850,2
P6,2/12/2015 8:11:35,C4,21990,2
P6,2/12/2015 8:11:35,C3,18850,2
P6,2/12/2015 8:11:35,C1,18850,2
P6,2/11/2015 8:11:28,C4,21990,1
P6,2/11/2015 8:11:28,C2,18850,1
P6,2/11/2015 8:11:28,C3,18850,1
P6,2/11/2015 8:11:28,C1,18850,1
P6,2/12/2015 8:10:24,C6,19990,1
P6,2/12/2015 8:10:24,C2,21990,1
P6,2/12/2015 8:10:24,C1,188499,1
P6,2/12/2015 8:10:24,C3,18590,1
P6,2/7/2015 20:10:22,C6,19990,2
P6,2/7/2015 20:10:22,C2,186915,2
P6,2/7/2015 20:10:22,C1,18870,2
P6,2/7/2015 20:10:22,C3,18590,2
P6,2/8/2015 20:10:14,C6,19999,1
P6,2/8/2015 20:10:14,C2,188796,1
P6,2/8/2015 20:10:14,C4,21990,1
P6,2/8/2015 20:10:14,C3,188796,1
P6,2/8/2015 20:10:14,C1,188796,1
P6,2/6/2015 20:10:05,C2,186915,2
P6,2/6/2015 20:10:05,C1,18880,2
P6,2/7/2015 20:11:27,C2,188796,1
P6,2/7/2015 20:11:27,C6,19999,1
P6,2/6/2015 20:10:05,C6,19990,2
P6,2/6/2015 20:10:05,C3,18590,2
P6,2/8/2015 8:10:22,C2,186915,2
P6,2/8/2015 8:10:22,C3,18590,2
P6,2/8/2015 8:10:22,C6,19990,2
P6,2/8/2015 8:10:22,C1,18870,2
P6,1/8/2015 20:10:13,C2,20289,1
P6,1/8/2015 20:10:13,C6,23990,1
P6,1/8/2015 20:10:13,C4,21990,1
P6,1/8/2015 20:10:13,C3,20289,1
P6,1/8/2015 20:10:13,C1,20289,1
P6,3/20/2015 8:12:50,C2,17990,1
P6,1/24/2015 8:11:29,C2,19360,2
P6,1/24/2015 8:11:29,C3,19360,2
P6,1/24/2015 8:11:29,C4,17990,2
P6,1/24/2015 8:11:29,C1,19360,2
P6,1/24/2015 8:11:29,C6,19999,2
P6,1/21/2015 8:11:36,C2,194899,2
P6,1/21/2015 8:11:36,C3,194899,2
P6,1/21/2015 8:11:36,C4,21990,2
P6,1/21/2015 8:11:36,C1,194899,2
P6,1/21/2015 8:11:36,C6,19999,2
P6,1/18/2015 8:10:30,C1,19400,2
P6,1/18/2015 8:10:30,C2,175666,2
P6,1/18/2015 8:10:30,C3,19790,2
P6,1/18/2015 8:10:30,C6,23699,2
P6,1/23/2015 8:11:27,C2,19360,1
P6,1/23/2015 8:11:27,C3,19360,1
P6,1/23/2015 8:11:27,C4,21990,1
P6,1/23/2015 8:11:27,C1,19360,1
P6,1/23/2015 8:11:27,C6,19999,1
P6,1/12/2015 8:11:24,C2,189674,2
P6,1/12/2015 8:11:24,C3,189674,2
P6,1/12/2015 8:11:24,C4,19791,2
P6,1/12/2015 8:11:24,C1,189674,2
P6,1/12/2015 8:11:24,C6,23990,2
P6,1/28/2015 8:10:21,C1,19280,2
P6,1/28/2015 8:10:21,C2,166936,2
P6,1/28/2015 8:10:21,C3,189689,2
P6,1/28/2015 8:10:21,C6,21999,2
P6,1/20/2015 8:10:23,C1,19980,1
P6,1/20/2015 8:10:23,C2,19959,1
P6,1/20/2015 8:10:23,C3,19790,1
P6,1/20/2015 8:10:23,C6,23699,1
P6,1/14/2015 20:10:05,C1,18978,1
P6,1/14/2015 20:10:05,C2,179685,1
P6,1/14/2015 20:10:05,C3,179685,1
P6,1/14/2015 20:10:05,C6,27999,1
P6,1/28/2015 20:10:05,C3,18967,1
P6,1/28/2015 20:10:05,C6,21999,1
P6,2/17/2015 20:10:12,C1,19940,2
P6,2/17/2015 20:10:04,C6,19990,1
P6,2/18/2015 20:10:05,C2,135915,2
P6,2/18/2015 20:10:05,C2,15990,1
P6,2/17/2015 20:10:04,C6,19990,2
P6,2/18/2015 8:10:23,C4,15990,2
P6,2/18/2015 8:10:23,C4,15990,1
P6,2/19/2015 8:10:22,C2,18590,1
P6,2/17/2015 8:10:23,C4,215502,2
P6,2/17/2015 8:10:23,C4,21990,1
P6,2/18/2015 8:11:55,C4,21990,1
P6,2/17/2015 20:10:12,C6,19980,2
P6,2/18/2015 20:10:05,C1,19990,2
P6,2/18/2015 20:10:05,C1,19990,1
P6,2/18/2015 8:11:55,C4,21990,2
P6,2/18/2015 20:10:05,C6,20990,1
P6,2/18/2015 20:10:05,C6,20990,2
P6,2/19/2015 8:10:22,C3,18590,1
P6,2/23/2015 8:10:22,C6,20990,2
P6,2/23/2015 8:10:22,C2,135915,2
P6,2/23/2015 8:10:22,C4,186915,2
P6,2/23/2015 8:10:22,C1,19890,2
P6,2/23/2015 8:10:22,C3,135915,2
P6,2/23/2015 8:10:22,C6,20990,1
P6,2/23/2015 8:10:22,C2,15990,1
P6,2/23/2015 8:10:22,C4,21990,1
P6,2/23/2015 8:10:22,C1,19890,1
P6,2/23/2015 8:10:22,C3,15990,1
P6,2/23/2015 8:11:24,C3,18990,2
P6,2/23/2015 8:11:24,C1,19890,2
P6,2/23/2015 8:11:24,C6,19980,2
P6,2/23/2015 8:11:24,C2,17990,2
P6,2/23/2015 8:11:24,C3,18990,1
P6,2/23/2015 8:11:24,C1,19890,1
P6,2/23/2015 8:11:24,C2,17990,1
P6,2/23/2015 8:11:24,C6,19980,1
P6,2/28/2015 8:11:39,C2,18830,2
P6,2/28/2015 8:11:39,C3,18830,2
P6,2/28/2015 8:11:39,C1,18830,2
P6,2/28/2015 8:10:23,C6,19990,2
P6,2/28/2015 8:10:23,C2,18590,2
P6,2/28/2015 8:10:23,C4,186915,2
P6,2/28/2015 8:10:23,C1,188279,2
P6,2/28/2015 8:10:23,C3,18590,2
P6,2/28/2015 8:10:23,C6,19990,1
P6,2/28/2015 8:10:23,C2,18590,1
P6,2/28/2015 8:10:23,C4,21990,1
P6,2/28/2015 8:10:23,C1,188279,1
P6,2/28/2015 8:10:23,C3,18590,1
P6,2/28/2015 8:11:39,C6,19949,2
P6,3/5/2015 20:11:17,C3,18299,1
P6,3/5/2015 20:11:17,C2,18299,1
P6,3/5/2015 20:11:17,C6,19890,1
P6,3/5/2015 20:11:17,C1,18299,1
P6,3/9/2015 8:14:40,C6,19890,2
P6,3/9/2015 8:14:40,C2,14990,2
P6,3/9/2015 8:14:40,C3,18770,2
P6,1/26/2015 20:10:16,C2,18949,1
P6,1/26/2015 20:10:16,C3,17990,1
P6,1/26/2015 20:10:16,C4,17990,1
P6,1/26/2015 20:10:16,C1,17990,1
P6,1/26/2015 20:10:16,C6,19999,1
P6,1/24/2015 8:10:23,C1,194794,1
P6,1/24/2015 8:10:23,C2,193779,1
P6,1/24/2015 8:10:23,C3,18980,1
P6,1/24/2015 8:10:23,C6,23699,1
P6,1/26/2015 20:10:16,C2,166751,2
P6,1/24/2015 20:10:14,C6,19999,2
P6,1/25/2015 8:10:22,C1,21990,1
P6,1/25/2015 8:10:22,C2,18970,1
P6,1/25/2015 8:10:22,C3,18970,1
P6,1/25/2015 8:10:22,C6,23699,1
P6,3/9/2015 8:14:40,C1,18770,2
P6,2/16/2015 8:11:27,C2,18860,2
P6,2/16/2015 8:11:27,C6,19980,2
P6,2/16/2015 8:11:27,C4,21990,2
P6,2/16/2015 8:11:27,C3,18860,2
P6,2/16/2015 8:11:27,C1,18860,2
P6,2/16/2015 20:10:04,C6,19990,1
P6,2/16/2015 20:10:04,C2,21990,1
P6,2/16/2015 20:10:04,C4,21990,1
P6,2/16/2015 20:10:04,C1,18859,1
P6,2/14/2015 8:11:40,C2,18860,2
P6,2/16/2015 20:10:13,C6,19980,2
P6,2/16/2015 20:10:13,C2,19940,2
P6,2/16/2015 20:10:13,C4,21990,2
P6,2/16/2015 20:10:13,C3,19940,2
P6,2/16/2015 20:10:13,C1,19940,2
P6,2/14/2015 8:11:40,C6,19980,2
P6,2/14/2015 8:11:40,C4,21990,2
P6,2/15/2015 22:54:05,C6,19980,1
P6,2/15/2015 22:54:05,C2,18860,1
P6,2/15/2015 22:54:05,C4,21990,1
P6,2/15/2015 22:54:05,C3,166556,1
P6,2/15/2015 22:54:05,C1,18860,1
P6,6/16/2015 20:10:08,C2,17999,1
P6,6/16/2015 20:10:08,C1,179777,1
P6,3/13/2015 8:12:43,C3,179899,1
P6,3/13/2015 8:12:43,C6,19890,1
P6,3/13/2015 8:12:43,C2,179899,1
P6,3/5/2015 20:11:17,C1,18299,2
P6,3/5/2015 20:11:17,C6,19890,2
P6,3/5/2015 20:11:17,C2,18299,2
P6,3/5/2015 20:11:17,C3,18299,2
P6,3/5/2015 20:11:17,C6,19890,1
P6,3/5/2015 20:11:17,C2,18299,1
P6,3/5/2015 20:11:17,C3,18299,1
P6,3/5/2015 20:10:19,C4,21990,1
P6,3/5/2015 20:10:19,C6,237987,1
P6,3/5/2015 20:10:19,C1,21990,1
P6,3/5/2015 20:11:17,C1,18299,2
P6,3/5/2015 20:11:17,C6,19890,2
P6,3/5/2015 20:11:17,C2,18299,2
P6,3/5/2015 20:11:17,C3,18299,2
P6,2/27/2015 20:10:10,C4,186915,2
P6,3/5/2015 20:11:17,C1,18299,1
P6,2/27/2015 20:10:10,C6,19990,2
P6,2/27/2015 20:10:10,C2,18590,2
P6,2/27/2015 20:10:10,C1,186915,2
P6,2/27/2015 20:10:10,C3,18590,2
P6,2/27/2015 20:11:15,C2,18830,2
P6,2/27/2015 20:11:15,C6,19949,2
P6,2/27/2015 20:11:15,C3,170341,2
P6,2/27/2015 20:11:15,C1,188286,2
P6,2/27/2015 20:11:15,C6,19949,1
P6,2/27/2015 20:11:15,C2,18830,1
P6,2/27/2015 20:11:15,C3,170341,1
P6,2/27/2015 20:11:15,C1,188286,1
P6,2/27/2015 20:10:10,C6,19990,1
P6,2/27/2015 20:10:10,C2,18590,1
P6,2/27/2015 20:10:10,C4,21990,1
P6,2/27/2015 20:10:10,C1,19791,1
P6,2/27/2015 20:10:10,C3,18590,1
P6,2/8/2015 8:11:33,C2,188796,2
P6,2/8/2015 8:11:33,C6,19999,2
P6,2/8/2015 8:11:33,C4,21990,2
P6,2/8/2015 8:11:33,C3,188796,2
P6,2/8/2015 8:11:33,C1,188796,2
P6,2/7/2015 8:10:22,C6,19990,1
P6,2/7/2015 8:10:22,C3,18590,1
P6,2/7/2015 8:10:22,C1,18870,1
P6,2/7/2015 8:10:22,C2,21990,1
P6,2/11/2015 20:10:05,C3,18590,1
P6,2/11/2015 20:10:05,C1,188499,1
P6,2/11/2015 20:10:22,C2,18850,1
P6,2/11/2015 20:10:22,C6,19980,1
P6,2/11/2015 20:10:22,C4,21990,1
P6,2/11/2015 20:10:22,C3,18850,1
P6,2/11/2015 20:10:22,C1,18850,1
P6,2/11/2015 20:10:05,C6,19990,1
P6,2/11/2015 20:10:05,C2,21990,1
P6,2/11/2015 20:10:05,C6,19990,2
P6,2/11/2015 20:10:05,C2,186915,2
P6,2/11/2015 20:10:05,C1,188499,2
P6,2/11/2015 20:10:05,C3,18590,2
P6,2/11/2015 20:10:22,C2,18850,2
P6,2/11/2015 20:10:22,C6,19980,2
P6,2/11/2015 20:10:22,C4,21990,2
P6,2/11/2015 20:10:22,C3,18850,2
P6,2/11/2015 20:10:22,C1,18850,2
P6,2/11/2015 8:11:28,C2,18850,2
P6,2/11/2015 8:11:28,C6,19980,2
P6,2/11/2015 8:11:28,C4,21990,2
P6,2/11/2015 8:11:28,C3,18850,2
P6,2/11/2015 8:11:28,C1,18850,2
P6,3/19/2015 20:10:15,C1,179888,1
P6,3/19/2015 8:10:22,C4,15990,1
P6,3/19/2015 8:10:22,C2,18590,1
P6,3/19/2015 8:10:22,C1,18990,1
P6,3/19/2015 20:10:15,C2,17989,1
P6,3/19/2015 20:10:15,C6,19890,1
P6,3/19/2015 20:10:15,C3,179888,1
P6,3/19/2015 20:10:15,C2,17989,2
P6,3/19/2015 20:10:15,C1,179888,2
P6,3/19/2015 20:10:15,C6,19890,2
P6,3/19/2015 20:10:15,C3,179888,2
P6,3/19/2015 20:10:06,C4,15990,1
P6,3/19/2015 20:10:06,C2,18590,1
P6,3/19/2015 20:10:06,C1,185795,1
P6,3/19/2015 20:10:06,C6,237987,1
P6,3/19/2015 20:10:06,C3,18590,1
P6,3/19/2015 20:10:06,C6,237987,2
P6,3/19/2015 20:10:06,C3,18590,2
P6,3/19/2015 20:10:06,C4,15990,2
P6,3/19/2015 20:10:06,C2,18590,2
P6,3/19/2015 20:10:06,C1,185795,2
P6,3/19/2015 8:10:22,C3,18590,1
P6,3/19/2015 8:10:22,C6,237987,1
P6,1/31/2015 8:11:55,C2,189499,2
P6,1/31/2015 8:11:55,C2,189499,1
P6,1/31/2015 8:11:55,C3,189499,1
P6,1/31/2015 8:11:55,C1,189499,1
P6,1/31/2015 8:11:55,C6,19999,1
P6,1/9/2015 8:11:45,C2,20250,2
P6,1/9/2015 8:11:45,C6,23990,2
P6,1/9/2015 8:11:45,C4,19791,2
P6,1/9/2015 8:11:45,C3,20250,2
P6,1/9/2015 8:11:45,C1,20250,2
P6,1/9/2015 20:10:05,C1,20880,2
P6,1/9/2015 20:10:05,C2,18351,2
P6,1/9/2015 20:10:05,C3,17991,2
P6,1/9/2015 20:10:05,C6,27999,2
P6,2/3/2015 20:11:16,C4,21990,2
P6,2/3/2015 20:11:16,C6,19999,2
P6,2/3/2015 20:11:16,C1,189095,2
P6,2/3/2015 20:11:16,C4,21990,1
P6,2/3/2015 20:11:16,C6,19999,1
P6,2/3/2015 20:11:16,C1,189095,1
P6,2/3/2015 20:11:16,C2,189095,1
P6,2/3/2015 20:11:16,C3,166556,1
P6,2/3/2015 20:10:05,C2,189576,1
P6,2/3/2015 20:11:16,C2,189095,2
P6,2/3/2015 20:11:16,C3,146569,2
P6,2/3/2015 20:10:05,C1,21990,1
P6,2/3/2015 20:10:05,C3,189576,1
P6,2/3/2015 20:10:05,C6,19990,1
P6,1/26/2015 8:11:32,C2,166751,2
P6,1/26/2015 8:11:32,C3,19360,2
P6,1/26/2015 8:11:32,C4,21990,2
P6,1/26/2015 8:11:32,C1,19360,2
P6,1/26/2015 8:11:32,C6,19999,2
P6,1/13/2015 8:12:00,C2,19490,2
P6,1/13/2015 8:12:00,C3,19490,2
P6,1/13/2015 8:12:00,C4,17990,2
P6,1/13/2015 8:12:00,C1,19490,2
P6,1/13/2015 8:12:00,C6,23990,2
P6,1/19/2015 8:10:22,C1,19400,1
P6,1/19/2015 8:10:22,C2,19959,1
P6,1/19/2015 8:10:22,C3,19790,1
P6,1/19/2015 8:10:22,C6,23699,1
P6,1/28/2015 20:10:05,C2,189679,1
P6,1/28/2015 20:10:05,C1,19280,1
P6,1/28/2015 20:10:13,C3,19280,2
P6,1/28/2015 20:10:13,C2,19280,2
